Date,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,The Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,Congo Dem. Rep.,Congo Rep.,Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific,Ecuador,Egypt Arab Rep.,Eritrea,Spain,Estonia,Ethiopia,European Union,Finland,Fiji,France,Faroe Islands,Micronesia Fed. Sts.,Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,The Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,Hong Kong SAR China,Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,Iran Islamic Rep.,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,Korea Rep.,Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Macao SAR China,St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,Korea Dem. People’s Rep.,Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sub-Saharan Africa,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Venezuela RB,British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,Yemen Rep.,South Africa,Zambia,Zimbabwe
1970,69.14,37.409,40.914,66.935,,61.215,66.483,70.144,,65.847,71.0185365853659,69.9146341463415,63.141,43.841,70.9719512195122,42.152,39.095,46.942,71.2563414634146,63.449,65.87,66.187,70.079243902439,65.566,70.29,45.568,58.911,68.65,62.582,39.635,53.824,42.223,72.700487804878,73.020243902439,71.823,62.254,59.085,44.123,46.523,43.915,50.725,62.152,45.642,53.298,65.844,69.809,,,72.576,69.440243902439,70.6397804878049,49.16,,73.3434146341463,58.093,50.372,59.7398505786932,58.203,52.146,43.156,72.0273170731707,69.9370975609756,42.944,70.8582594907408,70.179512195122,62.492,71.6585365853659,,58.851,47.125,71.9731707317073,67.452,49.34,,36.655,37.868,40.649,39.848,70.9036341463415,65.619,,52.501,65.662,61.789,71.386512195122,52.522,68.200487804878,46.027,69.1646341463415,52.553,,47.737,71.0314390243902,50.855,58.201,73.9339024390244,71.2134146341464,71.5587804878049,67.917,60.171,71.950243902439,62.2793902439024,52.557,60.2449024390244,41.566,52.323,,62.1634146341464,65.715,46.273,66.067,39.338,56.052,63.667,60.4354479687638,,64.097,50.584,70.8043902439024,69.9834634146341,69.8353658536586,69.36,,52.572,,65.045,44.771,44.142,61.362,,66.301,32.388,71.3052926829268,48.796,69.929,55.364,,41.343,50.404,63.1180487804878,39.756,64.595,70.9854796049968,52.669,63.0292682926829,35.883,40.971,53.519,73.5856097560976,74.0880487804878,40.881,,71.2731707317073,50.31,52.649,65.532,54.174,63.155,,45.916,69.8682926829268,71.5355365853659,59.656,67.0731707317073,65.368,,60.183,68.156,68.0564146341464,68.1336585365854,44.696,48.0701681756976,52.703,52.234,39.227,68.2794146341464,56.203,36.098,54.998,,40.957,,35.807,44.5079850416752,55.358,62.911,70.134243902439,68.609756097561,74.6492682926829,48.128,,,58.814,,41.344,46.568,59.385,54.007,58.472,39.529,64,64.7,51.145,52.286,,46.784,49.251,70.2352195121951,68.616,70.8073170731707,62.392,63.691,64.935,,69.0511951219512,59.563,54.451,59.919,,36.82,52.62,50.114,56.913
1971,69.498,37.93,41.282,67.237,,62.099,66.774,70.412,,66.066,71.0682926829268,70.1146341463415,63.31,44.021,71.0604878048781,42.684,39.542,46.589,70.8736585365854,64.275,66.031,66.756,70.093,66.047,,45.999,59.332,68.89,63.134,40.194,54.327,43.036,73.0292682926829,73.1307317073171,71.919,62.895,60.303,44.979,47.053,44.247,51.126,62.629,46.103,53.97,66.378,70.306,,,72.825,69.6770731707317,70.7428780487805,49.827,,73.4146341463415,58.671,50.773,60.6565769074035,58.718,52.479,43.545,71.630243902439,69.9053414634146,43.213,70.9388988954675,70.0175609756098,62.512,71.9073170731707,,59.265,47.967,72.2731707317073,67.766,49.625,,36.932,38.734,40.961,40.156,71.2265609756098,65.88,,53.091,66.074,61.868,71.4585365853659,53.14,68.5016341463415,46.508,69.0524390243902,53.14,,48.398,71.1285365853659,51.661,58.856,73.5704878048781,71.7190243902439,71.8068292682927,68.2,60.864,72.8829268292683,62.5669024390244,53.118,60.5544146341464,39.699,52.782,,62.6121951219512,66.169,46.578,66.323,39.98,57.046,64.124,60.881139821857,,64.528,51.048,71.7353658536586,70.0814390243902,70.1646341463415,69.869,,52.94,,65.134,45.257,44.908,61.829,,66.736,33.078,71.5225365853659,49.258,70.476,55.819,,41.567,50.788,63.2533414634146,40.254,65.013,71.2911398971171,53.184,63.4780487804878,36.031,41.392,54.147,73.809512195122,74.1792682926829,41.457,,71.7731707317073,51.087,53.192,66.018,54.935,63.19,,46.653,69.6121951219512,71.8590975609756,60.549,66.7707317073171,65.506,,60.518,68.713,68.5041463414634,68.3765853658537,44.772,48.6237782032007,53.771,52.583,39.814,68.6504634146342,56.998,36.599,55.32,,41.342,,36.186,44.9278853346928,55.907,63.199,70.0994878048781,68.8341463414634,74.6239024390244,48.788,,,59.6,,41.813,47.175,59.887,54.427,58.765,39.574,64.357,64.844,52.299,52.887,,47.188,49.43,70.1826341463415,68.664,71.1073170731708,62.66,64.026,65.428,,69.3511463414634,58.98,54.981,60.256,,37.888,53.157,50.542,57.135
1972,69.851,38.461,41.65,67.582,,62.949,67.078,70.605,,66.28,71.4575609756098,70.4634146341464,63.457,44.246,71.4051219512195,43.229,40.003,46.507,70.899512195122,65.042,66.209,67.32,70.0924146341464,66.504,,46.441,59.739,69.149,63.671,40.735,54.853,43.866,72.9339024390244,73.6443902439024,72.02,63.555,61.344,45.824,47.593,44.545,51.514,63.105,46.557,54.745,66.943,70.787,,,73.067,70.1765853658537,70.867,50.442,,73.4390243902439,59.229,51.201,61.4484455332435,59.232,52.894,43.934,72.8180487804878,69.8328292682927,43.465,71.3130698014953,70.7073170731707,62.555,72.1073170731707,,59.675,48.793,72.1243902439024,68.082,49.912,,37.255,39.61,41.276,40.448,71.535,66.139,,53.652,66.473,61.938,71.4560975609756,53.778,68.7787317073171,47.019,69.6646341463415,53.72,,49.061,71.232243902439,52.559,59.484,74.4558536585366,71.0780487804878,72.0753658536586,68.491,61.545,73.5065853658537,62.8259268292683,53.674,60.8354146341464,36.676,53.218,,63.009756097561,66.602,46.876,66.565,40.65,57.995,64.578,61.3273405376702,,64.934,51.565,71.0246341463415,70.2053170731708,69.8787804878049,70.384,,53.305,,65.186,45.735,45.7,62.327,,67.128,33.782,71.731243902439,49.686,70.968,56.192,,41.836,51.16,63.4399512195122,40.762,65.407,71.3262726176852,53.714,63.9268292682927,36.203,41.829,54.744,73.7270731707317,74.3446341463415,42.024,,71.8292682926829,51.92,53.699,66.515,55.671,63.202,,47.383,70.6658536585366,72.1694634146342,61.379,68.3243902439024,65.653,,60.836,69.245,68.470243902439,68.3085365853659,44.848,49.2006752489782,54.872,52.901,40.562,69.0429024390244,57.774,37.092,55.586,,41.727,,36.575,45.3514339968793,56.472,63.47,70.0989268292683,69.0585365853659,74.7180487804878,49.479,,,60.378,,42.264,47.777,60.404,54.852,59.028,39.085,64.696,65.003,53.452,53.492,,47.609,49.558,70.0908536585366,68.732,71.1560975609756,62.903,64.365,65.896,,69.6466097560976,58.826,55.51,60.599,,38.981,53.713,50.961,57.329
1973,70.191,39.003,42.016,67.953,,63.759,67.383,70.723,,66.498,71.8468292682927,71.0146341463415,63.582,44.528,71.6353658536586,43.781,40.493,46.773,71.3421951219512,65.757,66.397,67.867,70.0824390243902,66.939,,46.893,60.132,69.436,64.196,41.263,55.398,44.695,73.1626829268293,73.9409756097561,72.133,64.231,62.281,46.64,48.135,44.804,51.888,63.578,47.001,55.631,67.541,71.255,,,73.302,70.0226829268293,71.0166829268293,50.982,,73.6821951219512,59.764,51.676,62.1442436207449,59.745,53.408,44.316,72.6107317073171,69.7245853658537,43.693,71.4222083604117,71.2236585365854,62.633,72.3560975609756,74.4975609756098,60.079,49.612,72.3243902439024,68.401,50.206,,37.624,40.485,41.597,40.732,71.8148536585366,66.395,,54.181,66.86,62.005,72.109756097561,54.439,69.029243902439,47.559,69.5180487804878,54.288,,49.722,71.3455609756098,53.513,60.086,74.4509756097561,71.6934146341464,72.0263414634146,68.791,62.215,73.7575609756098,63.0609268292683,54.218,61.0929024390244,32.667,53.633,,63.4073170731707,67.02,47.166,66.789,41.346,58.902,65.04,61.7689478807695,,65.321,52.129,71.3321951219512,70.3581707317073,69.8134146341464,70.897,,53.676,,65.213,46.203,46.52,62.845,,67.474,34.493,71.9274390243902,50.098,71.392,56.477,,42.135,51.539,63.6855365853659,41.262,65.775,71.5294473070827,54.262,64.3756097560976,36.402,42.276,55.307,74.1439024390244,74.4421951219512,42.588,,71.6682926829268,52.811,54.171,67.02,56.36,63.197,,48.105,70.6634146341464,72.4647317073171,62.161,67.5243902439024,65.806,,61.149,69.758,69.0056097560976,68.2946341463415,44.945,49.8048687709327,55.981,53.184,41.445,69.4403170731707,58.522,37.572,55.793,,42.111,,36.974,45.7736168579096,57.04,63.724,70.1250731707317,69.4048780487805,74.8673170731707,50.191,,,61.137,,42.681,48.371,60.929,55.272,59.267,38.077,65.017,65.177,54.59,54.109,,48.04,49.65,69.9629268292683,68.823,71.3560975609756,63.125,64.711,66.331,,69.9355853658537,59.203,56.043,60.948,,40.093,54.281,51.351,57.509
1974,70.519,39.558,42.374,68.343,,64.525,67.686,70.775,,66.727,72.2360975609756,71.0121951219512,63.687,44.865,71.9858536585366,44.337,41.025,47.396,71.2080487804878,66.421,66.593,68.39,70.0680731707317,67.354,,47.355,60.513,69.756,64.709,41.784,55.957,45.504,73.2375609756098,74.2870731707317,72.261,64.917,63.134,47.418,48.675,45.026,52.249,64.047,47.441,56.609,68.17,71.707,,,73.53,70.0865853658537,71.1954146341464,51.442,,73.8082926829268,60.277,52.218,62.8439896562207,60.258,54.021,44.691,72.969756097561,69.5902195121951,43.894,71.7263354105757,71.1348780487805,62.752,72.6048780487805,,60.473,50.425,72.5243902439024,68.718,50.507,,38.041,41.352,41.925,41.021,72.0646341463415,66.649,,54.676,67.235,62.072,72.6121951219512,55.124,69.2527073170732,48.119,69.2480487804878,54.843,,50.374,71.4720243902439,54.463,60.644,74.5117073170732,71.6617073170732,72.7343902439024,69.099,62.869,74.3939024390244,63.2799268292683,54.749,61.3329024390244,28.04,54.027,,63.8048780487805,67.426,47.449,66.995,42.061,59.77,65.515,62.2035502913637,,65.694,52.731,71.2441463414634,70.5425609756098,69.7409756097561,71.4,,54.066,,65.221,46.656,47.368,63.378,,67.773,35.205,72.1111951219512,50.503,71.748,56.676,,42.451,51.935,63.9999756097561,41.744,66.117,72.079596820105,54.82,64.8243902439024,36.633,42.729,55.833,74.5368292682927,74.7536585365854,43.151,,71.9243902439024,53.76,54.613,67.527,56.994,63.185,,48.815,71.1170731707317,72.7379024390244,62.896,68.019512195122,65.964,,61.469,70.254,69.499756097561,68.320243902439,45.084,50.4313811501698,57.078,53.43,42.442,69.8347804878049,59.233,38.032,55.948,,42.494,,37.378,46.1910140546367,57.597,63.964,70.1759024390244,70.1609756097561,74.980487804878,50.919,,,61.872,,43.059,48.958,61.459,55.675,59.488,36.66,65.322,65.368,55.704,54.741,,48.472,49.715,69.8088536585366,68.941,71.9560975609756,63.332,65.069,66.729,,70.2175853658537,60.112,56.582,61.301,,41.219,54.856,51.7,57.688
1975,70.833,40.128,42.721,68.736,,65.244,67.985,70.783,,66.975,72.6253658536586,71.1146341463415,63.776,45.242,71.9712195121951,44.882,41.63,48.313,71.049756097561,67.04,66.785,68.872,70.0482682926829,67.751,,47.828,60.884,70.113,65.209,42.311,56.524,46.275,73.5217073170732,74.6656097560976,72.409,65.609,63.915,48.147,49.205,45.222,52.6,64.518,47.887,57.63,68.825,72.138,,,73.753,70.4146341463415,71.4017317073171,51.832,,74.0751219512195,60.764,52.866,63.5147119616585,60.774,54.717,45.054,73.3187804878049,69.4413170731707,44.044,71.8078433632346,71.6736585365854,62.913,72.8536585365854,,60.85,51.234,72.7243902439024,69.014,50.811,,38.502,42.205,42.263,41.344,72.2937073170732,66.895,,55.14,67.599,62.14,73.3682926829268,55.834,70.0019512195122,48.683,69.29,55.386,,51.012,71.6166097560976,55.264,61.078,75.5787804878049,72.0451219512195,72.6473170731708,69.41,63.502,75.0573170731707,63.4918780487805,55.273,61.5648536585366,23.595,54.399,,64.1536585365854,67.824,47.722,67.183,42.786,60.6,65.997,62.6305104999176,,66.067,53.367,70.8673170731707,70.7576097560976,68.9253658536586,71.887,,54.492,,65.209,47.094,48.25,63.922,,68.02,35.921,72.2810975609756,50.907,72.041,56.796,,42.759,52.358,64.3905365853658,42.206,66.442,72.6936149274565,55.369,65.2731707317073,36.905,43.187,56.319,74.4987804878049,74.8175609756098,43.718,,72.219512195122,54.755,55.028,68.027,57.575,63.183,,49.512,70.5609756097561,72.9824634146342,63.579,68.309756097561,66.13,,61.823,70.734,69.6139024390244,67.7239024390244,45.315,51.0706081520746,58.148,53.638,43.521,70.2197073170732,59.899,38.468,56.052,,42.876,,37.767,46.5997776606238,58.13,64.201,70.2448780487805,70.3585365853659,74.9846341463415,51.661,,,62.579,,43.396,49.537,61.985,56.043,59.703,35.092,65.611,65.572,56.794,55.387,,48.887,49.769,69.6346341463414,69.089,72.6048780487805,63.53,65.445,67.092,,70.4900731707317,61.446,57.128,61.661,,42.364,55.428,51.999,57.892
1976,71.14,40.715,43.053,69.11,,65.916,68.283,70.783,,67.244,73.0146341463415,71.5658536585366,63.852,45.63,72.119756097561,45.399,42.343,49.402,71.3948780487805,67.616,66.962,69.296,70.0159024390244,68.135,,48.312,61.243,70.509,65.696,42.861,57.091,46.992,73.8560975609756,74.7853658536586,72.58,66.307,64.631,48.825,49.719,45.41,52.944,64.994,48.356,58.626,69.501,72.543,,,73.971,70.5326829268293,71.6341463414634,52.177,,73.739756097561,61.226,53.661,64.1250858435676,61.298,55.465,45.404,73.6426829268293,69.2900243902439,44.116,72.034441697782,71.8129268292683,63.11,73.1024390243902,,61.206,52.041,72.7756097560976,69.266,51.113,,39,43.047,42.612,41.738,72.5195609756098,67.13,,55.577,67.951,62.211,72.819512195122,56.567,70.4553658536585,49.232,69.5731707317073,55.92,,51.63,71.7827804878049,55.744,61.291,76.9721951219512,72.9560975609756,72.9919512195122,69.718,64.108,75.4568292682927,63.7092682926829,55.802,61.797243902439,20.317,54.748,,64.5024390243902,68.217,47.985,67.352,43.514,61.393,66.478,63.0478247951316,,66.459,54.03,70.9580487804878,70.998512195122,69.0478048780488,72.352,,54.976,,65.172,47.517,49.167,64.467,,68.212,36.645,72.4367804878049,51.312,72.286,56.848,,43.028,52.817,64.8556341463415,42.649,66.761,72.9532043238988,55.882,65.7219512195122,37.227,43.647,56.764,74.6470731707317,75.039512195122,44.294,,72.4219512195122,55.781,55.421,68.513,58.114,63.206,,50.197,70.6560975609756,73.1908292682927,64.206,68.8609756097561,66.302,,62.239,71.198,69.6987804878049,67.4875609756098,45.692,51.7077331248925,59.179,53.807,44.641,70.5939756097561,60.515,38.881,56.11,,43.259,,38.118,46.9967786913085,58.623,64.445,70.3224634146341,70.3073170731707,74.9692682926829,52.421,,,63.258,,43.698,50.112,62.495,56.354,59.925,33.714,65.886,65.782,57.866,56.046,,49.269,49.826,69.4461707317073,69.271,72.8560975609756,63.729,65.844,67.42,,70.7505365853659,63.01,57.684,62.031,,43.54,55.99,52.247,58.15
1977,71.441,41.32,43.367,69.448,,66.545,68.585,70.798,,67.533,73.3443902439024,71.9146341463415,63.921,45.999,72.7739024390244,45.883,43.166,50.498,70.8160975609756,68.152,67.118,69.657,69.9674146341464,68.509,,48.806,61.595,70.931,66.164,43.447,57.649,47.648,74.2156097560976,75.2380487804878,72.773,67.005,65.278,49.456,50.213,45.609,53.282,65.477,48.86,59.535,70.182,72.915,,,74.183,70.5734146341464,71.8836829268293,52.513,,74.6324390243903,61.663,54.609,64.7093572165466,61.834,56.222,45.739,74.1319512195122,69.1469512195122,44.103,72.2955228286185,72.350243902439,63.327,73.3512195121951,,61.535,52.848,73.2243902439024,69.461,51.409,,39.527,43.882,42.97,42.218,72.7616585365854,67.347,,56,68.292,62.283,73.319512195122,57.317,70.7443902439024,49.746,69.8480487804878,56.448,,52.222,71.969,55.827,61.238,76.3736585365854,72.9585365853659,73.3646341463415,70.015,64.683,75.8982926829268,63.9400975609756,56.337,62.0400731707317,18.907,55.074,,64.9,68.602,48.244,67.507,44.226,62.15,66.94,63.4582447979409,,66.874,54.709,70.809512195122,71.2562926829268,69.1046341463415,72.793,,55.525,,65.111,47.926,50.116,65.009,,68.355,37.385,72.5838048780488,51.714,72.504,56.86,,43.242,53.306,65.3724390243903,43.082,67.085,73.3494111524674,56.338,66.1707317073171,37.6,44.104,57.177,75.2214634146342,75.3868292682927,44.885,,72.1682926829268,56.813,55.796,68.976,58.636,63.263,,50.867,70.4024390243902,73.3613170731707,64.776,70.0121951219512,66.481,,62.728,71.644,69.7419512195122,67.3763414634146,46.225,52.3245294024817,60.169,53.946,45.767,70.9609024390244,61.079,39.268,56.142,,43.639,,38.417,47.3807255346201,59.063,64.704,70.3986097560976,70.5560975609756,75.379756097561,53.198,,,63.914,,43.979,50.683,62.986,56.604,60.163,32.827,66.149,65.987,58.928,56.709,,49.606,49.886,69.2534390243902,69.484,73.2560975609756,63.934,66.263,67.723,,70.9999268292683,64.547,58.249,62.41,,44.753,56.538,52.449,58.47
1978,71.736,41.944,43.66,69.742,,67.137,68.891,70.838,,67.837,73.6741463414634,72.0121951219512,63.992,46.327,72.6980487804878,46.335,44.081,51.473,71.1846341463415,68.651,67.253,69.954,69.9063170731707,68.874,,49.31,61.942,71.364,66.61,44.077,58.186,48.233,74.529756097561,75.1873170731708,72.983,67.698,65.857,50.041,50.682,45.833,53.611,65.964,49.406,60.312,70.853,73.249,,,74.39,70.6439024390244,72.1432926829268,52.865,,74.3929268292683,62.079,55.7,65.2339948499446,62.382,56.958,46.059,74.2956097560976,69.0262682926829,44.016,72.4337041945391,72.8970731707317,63.552,73.6024390243902,75.9853658536586,61.834,53.652,73.1756097560976,69.592,51.698,,40.082,44.712,43.333,42.788,73.0310731707317,67.545,63.4146341463415,56.418,68.624,62.355,73.5756097560976,58.08,70.5387804878049,50.215,69.3939024390244,56.971,,52.786,72.1737317073171,55.514,60.933,76.6492682926829,73.2073170731707,73.6931707317073,70.294,65.224,76.0382926829268,64.1919024390244,56.872,62.3009024390244,19.725,55.382,,65.1975609756098,68.977,48.503,67.656,44.902,62.869,67.374,63.8623008504476,,67.308,55.39,70.6046341463415,71.5224634146342,68.9878048780488,73.209,,56.142,,65.037,48.317,51.087,65.54,,68.462,38.142,72.7321219512195,52.113,72.714,56.861,,43.391,53.82,65.9133170731707,43.504,67.42,73.4701710663699,56.731,66.3036585365854,38.02,44.547,57.57,75.1451219512195,75.4185365853659,45.493,,73.019512195122,57.829,56.158,69.412,59.158,63.362,,51.518,70.3512195121951,73.4987317073171,65.294,70.3170731707317,66.664,,63.291,72.072,69.480487804878,67.3909756097561,46.895,52.9093432492139,61.116,54.061,46.869,71.3233414634146,61.591,39.623,56.178,,44.013,,38.662,47.7499802489676,59.436,64.981,70.465243902439,70.7024390243902,75.4690243902439,53.991,,,64.552,,44.251,51.246,63.464,56.8,60.422,32.629,66.402,66.182,59.979,57.37,,49.889,49.943,69.0709024390244,69.723,73.3560975609756,64.152,66.698,68.009,,71.239243902439,65.859,58.819,62.796,,46,57.071,52.607,58.85
1979,72.023,42.585,43.931,69.991,,67.692,69.197,70.897,,68.154,74.0039024390244,72.3121951219512,64.069,46.608,73.1936585365854,46.764,45.06,52.277,71.3082926829268,69.117,67.372,70.193,69.8416341463415,69.229,,49.824,62.286,71.8,67.031,44.751,58.692,48.737,74.8663414634146,75.4660975609756,73.208,68.378,66.377,50.579,51.123,46.086,53.927,66.451,49.992,60.941,71.501,73.543,,,74.592,70.749512195122,72.4085365853659,53.241,,74.2192682926829,62.477,56.909,65.7278205593788,62.942,57.659,46.364,74.8187804878049,68.9385853658536,43.881,72.6980522752269,73.1553658536586,63.776,73.8512195121951,,62.1,54.452,73.2756097560976,69.665,51.984,,40.667,45.533,43.697,43.435,73.3293658536585,67.723,63.9548780487805,56.84,68.947,62.427,73.6731707317073,58.851,70.4273170731707,50.635,69.6153658536586,57.488,,53.319,72.3934634146342,54.882,60.435,76.7731707317073,73.5073170731707,74.0026829268293,70.553,65.731,76.3375609756098,64.4667317073171,57.393,62.585756097561,22.744,55.679,,65.5463414634146,69.342,48.771,67.802,45.52,63.548,67.775,64.2600022677488,,67.751,56.058,70.4821951219512,71.7944634146342,68.4956097560976,73.602,,56.823,,64.971,48.683,52.069,66.055,,68.549,38.909,72.8911951219512,52.511,72.922,56.875,,43.479,54.357,66.4557804878049,43.912,67.766,73.9079407532592,57.067,66.4365853658537,38.48,44.963,57.955,75.6060975609756,75.4139024390244,46.124,,73.0682926829268,58.813,56.512,69.818,59.691,63.503,,52.145,70.7512195121951,73.6064390243902,65.762,71.1682926829268,66.847,,63.916,72.48,69.1531707317073,67.1143902439024,47.661,53.4563284684693,62.016,54.161,47.927,71.6827317073171,62.05,39.936,56.248,,44.375,,38.861,48.1037237011231,59.731,65.274,70.5199024390244,70.8536585365854,75.5241463414634,54.795,,,65.172,,44.521,51.799,63.935,56.954,60.701,33.178,66.648,66.364,61.01,58.023,,50.115,49.988,68.9151219512195,69.983,73.8048780487805,64.385,67.143,68.281,,71.4709756097561,66.865,59.391,63.184,,47.265,57.59,52.722,59.274
1980,72.293,43.244,44.178,70.208,,68.213,69.496,70.937,,68.482,74.3336585365854,72.4634146341464,64.161,46.852,73.2070731707317,47.19,46.049,52.9,71.1575609756098,69.55,67.488,70.399,69.8020243902439,69.577,72.3046341463415,50.349,62.63,72.222,67.425,45.464,59.174,49.153,75.0780487804878,75.459268292683,73.439,69.033,66.844,51.072,51.537,46.363,54.226,66.926,50.615,61.425,72.113,73.794,,,74.79,70.2780487804878,72.6779024390244,53.639,,74.1017073170732,62.861,58.198,66.1441560412012,63.512,58.332,46.654,75.3492682926829,68.9056341463415,43.747,72.7512685433889,73.44,63.997,74.0512195121951,,62.331,55.252,73.6756097560976,69.7,52.277,,41.3,46.341,44.056,44.127,73.6471463414634,67.879,63.449756097561,57.272,69.262,62.498,74.6731707317073,59.632,70.1753658536586,51.009,69.0617073170732,57.995,,53.814,72.623243902439,54.114,59.882,76.8465853658537,73.8756097560976,73.9431707317073,70.793,66.207,76.0917073170732,66.6243902439024,57.881,62.9037804878049,27.536,55.971,,66.0463414634146,69.693,49.061,67.952,46.053,64.185,68.144,64.6518379294193,,68.171,56.702,70.4821951219512,72.0726097560976,68.8085365853659,73.974,,57.56,,64.951,49.005,53.046,66.553,,68.64,39.677,73.0778536585366,52.91,73.13,56.936,,43.515,54.913,66.9653902439024,44.296,68.117,73.7524307947342,57.374,66.569512195122,38.962,45.333,58.347,75.7431707317073,75.6717073170732,46.776,,72.8292682926829,59.758,56.86,70.192,60.24,63.677,,52.735,70.0975609756098,73.700243902439,66.186,71.2146341463415,67.026,,64.576,72.869,69.0909756097561,67.0339024390244,48.527,53.9588443319036,62.863,54.253,48.944,72.190243902439,62.453,40.194,56.394,,44.726,,39.033,48.4450139119479,59.928,65.575,70.4085365853659,71.1048780487805,75.7409756097561,55.613,,69.5975609756098,65.774,,44.793,52.339,64.432,57.108,60.999,34.419,66.889,66.533,61.999,58.667,,50.288,50,68.8178292682927,70.256,73.609756097561,64.637,67.59,68.542,,71.7001219512195,67.542,59.961,63.567,,48.532,58.107,52.802,59.731
1981,72.538,43.923,44.404,70.416,,68.701,69.777,70.91,,68.818,74.6634146341464,72.8121951219512,64.28,47.083,73.6217073170732,47.643,46.984,53.376,71.5719512195122,69.951,67.615,70.601,69.8191707317073,69.921,,50.883,62.976,72.618,67.786,46.204,59.647,49.476,75.4634146341464,75.6931707317073,73.668,69.655,67.26,51.525,51.933,46.651,54.506,67.38,51.265,61.794,72.678,74.004,,,74.983,70.7221951219512,72.9503902439024,54.049,,74.2304878048781,63.234,59.519,66.5642139297666,64.089,58.995,46.927,75.5285365853659,68.9780487804878,43.675,73.0896318966628,73.7465853658537,64.217,74.3,,62.528,56.061,74.0268292682927,69.726,52.585,,42.002,47.133,44.402,44.819,73.9694878048781,68.012,63.0748780487805,57.719,69.567,62.565,75.3243902439025,60.427,70.3443902439024,51.347,69.1392682926829,58.489,,54.268,72.8560975609756,53.453,59.448,76.5214634146341,74.2609756097561,74.3539024390244,71.012,66.656,76.4143902439025,66.7060975609756,58.316,63.2636341463415,33.342,56.266,,66.5463414634146,70.028,49.386,68.113,46.474,64.771,68.484,65.0370089817965,,68.529,57.319,70.4607317073171,72.3576829268293,68.7863414634146,74.33,,58.339,,65.022,49.26,53.998,67.031,,68.764,40.435,73.3109024390244,53.315,73.334,57.074,,43.521,55.486,67.4073902439025,44.646,68.461,74.1516423727685,57.69,66.7024390243903,39.45,45.637,58.757,75.9343902439025,75.8690243902439,47.45,,73.6219512195122,60.659,57.206,70.537,60.804,63.87,,53.276,71.0512195121951,73.7974634146342,66.571,71.6146341463415,67.192,,65.234,73.239,69.3682926829268,67.2639024390244,49.498,54.4170499100527,63.66,54.342,49.94,72.5878048780488,62.798,40.386,56.658,,45.068,,39.206,48.7677228215503,60.014,65.873,70.6292682926829,71.2048780487805,76.0260975609756,56.453,,70.1878048780488,66.359,,45.071,52.863,64.993,57.314,61.311,36.185,67.128,66.694,62.924,59.297,,50.421,49.955,68.8108292682927,70.536,74.009756097561,64.914,68.031,68.795,,71.9307073170732,67.942,60.528,63.937,65.8975609756098,49.778,58.637,52.863,60.203
